0.000	1.000	1	1.000	0	0.000
0.100	1.000	1	1.000	0	0.000
0.200	1.000	1	1.000	0	0.000
0.300	1.000	1	1.000	0	0.000
0.400	1.000	1	1.000	0	0.000
0.500	1.000	1	1.000	0	0.000
0.600	1.000	1	1.000	0	0.000
0.700	1.000	1	1.000	0	0.000
0.800	1.000	1	1.000	0	0.000
0.900	1.000	1	1.000	0	0.001
1.000	1.000	1	1.000	0	0.001
1.100	1.000	1	1.000	0	0.001
1.200	1.000	1	1.000	0	0.001
1.300	1.000	1	1.000	0	0.001
1.400	1.000	1	1.000	0	0.001
1.500	1.000	1	1.000	0	0.001
1.600	1.000	1	1.000	0	0.001
1.700	1.000	1	1.000	0	0.001
1.800	1.000	1	1.000	0	0.001
1.900	1.000	1	1.000	0	0.001
2.000	1.000	1	1.000	0	0.001
2.100	1.000	1	1.000	0	0.001
2.200	1.000	1	1.000	0	0.001
2.300	1.000	1	1.000	0	0.001
2.400	1.000	1	1.000	0	0.001
2.500	1.000	1	1.000	0	0.001
2.600	1.000	1	1.000	0	0.001
2.700	1.000	1	1.000	0	0.001
2.800	1.000	1	1.000	0	0.001
2.900	1.000	1	1.000	0	0.002
3.000	1.000	1	1.000	0	0.002
3.100	1.000	1	1.000	0	0.002
3.200	1.000	1	1.000	0	0.002
3.300	1.000	1	1.000	0	0.002
3.400	1.000	1	1.000	0	0.002
3.500	1.000	1	1.000	0	0.002
3.600	1.000	1	1.000	0	0.002
3.700	1.000	1	1.000	0	0.002
3.800	1.000	1	1.000	0	0.002
3.900	1.000	1	1.000	0	0.002
4.000	1.000	1	1.000	0	0.002
4.100	1.000	1	1.000	0	0.002
4.200	1.000	1	1.000	0	0.002
4.300	1.000	1	1.000	0	0.002
4.400	1.000	1	1.000	0	0.002
4.500	1.000	1	1.000	0	0.002
4.600	1.000	1	1.000	0	0.002
4.700	1.000	1	1.000	0	0.002
4.800	1.000	1	1.000	0	0.002
4.900	1.000	1	1.000	0	0.003
5.000	1.000	1	1.000	0	0.003
5.100	1.000	1	1.000	0	0.003
5.200	1.000	1	1.000	0	0.003
5.300	1.000	1	1.000	0	0.003
5.400	1.000	1	1.000	0	0.003
5.500	1.000	1	1.000	0	0.003
5.600	1.000	1	1.000	0	0.003
5.700	1.000	1	1.000	0	0.003
5.800	1.000	1	1.000	0	0.003
5.900	1.000	1	1.000	0	0.003
6.000	1.000	1	1.000	0	0.003
6.100	1.000	1	1.000	0	0.003
6.200	1.000	1	1.000	0	0.003
6.300	1.000	1	1.000	0	0.003
6.400	1.000	1	1.000	0	0.003
6.500	1.000	1	1.000	0	0.003
6.600	1.000	1	1.000	0	0.003
6.700	1.000	1	1.000	0	0.003
6.800	1.000	1	1.000	0	0.003
6.900	1.000	1	1.000	0	0.004
7.000	1.000	1	1.000	0	0.004
7.100	1.000	1	1.000	0	0.004
7.200	1.000	1	1.000	0	0.004
7.300	1.000	1	1.000	0	0.004
7.400	1.000	1	1.000	0	0.004
7.500	1.000	1	1.000	0	0.004
7.600	1.000	1	1.000	0	0.004
7.700	1.000	1	1.000	0	0.004
7.800	1.000	1	1.000	0	0.004
7.900	1.000	1	1.000	0	0.004
8.000	1.000	1	1.000	0	0.004
8.100	1.000	1	1.000	0	0.004
